id,fixed commit link,buggy commit link,issue link,R version,loc,hunk,changed files,failed tests
11,https://github.com/tidyverse/ggplot2/commit/a560c990d147845a5038ba720378b7000f4846c1,https://github.com/tidyverse/ggplot2/commit/89204bcf7ffede79e036a8e91db9b95757053878,https://github.com/tidyverse/ggplot2/issues/5425,4.3.1,17,7,2,4
12,https://github.com/tidyverse/ggplot2/commit/88d05175530b6b587d70e62df1301668e79dd6a3,https://github.com/tidyverse/ggplot2/commit/fd35a9e4028cabbc508229714dc27d51771cbe75,https://github.com/tidyverse/ggplot2/issues/5352,4.3.1,18,2,1,3
13,https://github.com/tidyverse/ggplot2/commit/fd35a9e4028cabbc508229714dc27d51771cbe75,https://github.com/tidyverse/ggplot2/commit/0e72d9570487768f92f91ba71602efb06db64246,https://github.com/tidyverse/ggplot2/pull/5412,4.3.1,5,3,2,2
14,https://github.com/tidyverse/ggplot2/commit/fa26a55b192f8a7706ad2effe54a3f874d3413c7,https://github.com/tidyverse/ggplot2/commit/ad337414c3841049d1f33a801dd11c4c3af24cc7,https://github.com/tidyverse/ggplot2/issues/5436,4.3.1,2,2,1,1
15,https://github.com/tidyverse/ggplot2/commit/72dcfadd62cc8c783af82947d367c30651307e9b,https://github.com/tidyverse/ggplot2/commit/69e74305386094cb1fc0b10495d18492cec5b012,https://github.com/tidyverse/ggplot2/issues/5392,4.3.1,1,1,1,1
16,https://github.com/tidyverse/ggplot2/commit/2cd0e96eba7ea2010b07b0d83e43ab12b2cf9eaa,https://github.com/tidyverse/ggplot2/commit/bde88f82a1c3343f7172a38aa4f3e4cef34777f3,https://github.com/tidyverse/ggplot2/issues/5324,4.3.1,2,1,1,1
17,https://github.com/tidyverse/ggplot2/commit/bde88f82a1c3343f7172a38aa4f3e4cef34777f3,https://github.com/tidyverse/ggplot2/commit/da2a8e80d267fdf33e767792adf3b98f0e28dff7,https://github.com/tidyverse/ggplot2/issues/5292,4.3.1,12,8,1,2
18,https://github.com/tidyverse/ggplot2/commit/da2a8e80d267fdf33e767792adf3b98f0e28dff7,https://github.com/tidyverse/ggplot2/commit/939562927c6adafa097a7e790e1cb71c10713d54,https://github.com/tidyverse/ggplot2/issues/5160,4.3.1,15,3,1,1
19,https://github.com/tidyverse/ggplot2/commit/cd7199dcc43318690fc444913033ad74021ae867,https://github.com/tidyverse/ggplot2/commit/a747da370e9c7ebf04f16a2314fdd7ed03187dc5,https://github.com/tidyverse/ggplot2/issues/5355,4.3.1,11,4,1,3
20,https://github.com/tidyverse/ggplot2/commit/d21ac51dcb13e21bdbed1c2ee00238e190d4d40a,https://github.com/tidyverse/ggplot2/commit/1f27ffec306b419a5a1e24dc6c9e068a8b34e9ab,https://github.com/tidyverse/ggplot2/issues/5369,4.3.1,6,5,1,2
21,https://github.com/tidyverse/ggplot2/commit/49d13eabf69215861a585c087375314e179b6d24,https://github.com/tidyverse/ggplot2/commit/ea6e1c55b32c9e6deb3accc0662937eb3d598f96,https://github.com/tidyverse/ggplot2/issues/3959,4.3.0,230,6,2,1
22,https://github.com/tidyverse/ggplot2/commit/aa2ddbe95b521359cebc19cf1e7463ad08ed7ebe,https://github.com/tidyverse/ggplot2/commit/d4db0805fc04d3c3b75e421ffa21958981149c9b,https://github.com/tidyverse/ggplot2/issues/3271,4.3.0,39,11,5,5
23,https://github.com/tidyverse/ggplot2/commit/cb393624bb43de3965042c8237ecf32f5288821b,https://github.com/tidyverse/ggplot2/commit/90de384e769414fc87b8dbc4fb9261e2341571eb,https://github.com/tidyverse/ggplot2/pull/5030,4.3.0,33,7,2,2
24,https://github.com/tidyverse/ggplot2/commit/76f0812875654193de929067deea9ddeefa4cf10,https://github.com/tidyverse/ggplot2/commit/e3b7822c378c3cf0ff5bdc20b0f4d95a6afbe098,https://github.com/tidyverse/ggplot2/issues/5271,4.3.0,1,1,1,1
25,https://github.com/tidyverse/ggplot2/commit/2e649bbc8ee2778a73043b4ffd4cf90f84bf0acf,https://github.com/tidyverse/ggplot2/commit/e0efd7b26531ffcc7437d9b9f4af9fa7ce504a16,https://github.com/tidyverse/ggplot2/issues/3117,4.2.3,1,1,1,14
26,https://github.com/tidyverse/ggplot2/commit/d7f22413efea3dd2a7c9effff05d4b2aa2c2d300,https://github.com/tidyverse/ggplot2/commit/375a24b58c156c2bbb5bf18a027461e2a03d4560,https://github.com/tidyverse/ggplot2/issues/5211,4.2.3,3,2,1,1
27,https://github.com/tidyverse/ggplot2/commit/375a24b58c156c2bbb5bf18a027461e2a03d4560,https://github.com/tidyverse/ggplot2/commit/b1874b2e5d5be095c2d4480e216e18dc16fcab5a,https://github.com/tidyverse/ggplot2/issues/4935,4.2.3,23,2,1,1
28,https://github.com/tidyverse/ggplot2/commit/64814b030557cf36cc26f0efc18325e03574feb1,https://github.com/tidyverse/ggplot2/commit/84cded8f1291ed3a498e9ad18e80ec9876936097,https://github.com/tidyverse/ggplot2/issues/5002,4.2.3,25,9,1,3
29,https://github.com/tidyverse/ggplot2/commit/5f2011fc1305f652f79fb20ab180ca247066ed6f,https://github.com/tidyverse/ggplot2/commit/3cffe34068d3a445ca5d7d64b1ed8ee933833de2,https://github.com/tidyverse/ggplot2/pull/5239,4.2.3,45,2,1,1
30,https://github.com/tidyverse/ggplot2/commit/fda4dfa196132aae422bba3b3399d4f5064373fa,https://github.com/tidyverse/ggplot2/commit/2c5a78cbf1cbba8dac090dff4d7de467df6cb22b,https://github.com/tidyverse/ggplot2/issues/5145,4.2.2,8,2,1,4
31,https://github.com/tidyverse/ggplot2/commit/35e146b28668dd6502b25a4f28daed46dca80ea9,https://github.com/tidyverse/ggplot2/commit/020c9ebf43ea4d5f09e7f6455b8ceacbeadcf02b,https://github.com/tidyverse/ggplot2/issues/5109,4.2.2,2,1,1,1
32,https://github.com/tidyverse/ggplot2/commit/014c5d20986df63aa9cfea97ddde6a8b17b3e440,https://github.com/tidyverse/ggplot2/commit/9468b694b84b07e9109764ee987637810b8711ff,https://github.com/tidyverse/ggplot2/pull/5115,4.2.2,2,2,1,1
33,https://github.com/tidyverse/ggplot2/commit/9468b694b84b07e9109764ee987637810b8711ff,https://github.com/tidyverse/ggplot2/commit/bfe4b1c2006f009c15d2b4a6d381a944025cfa17,https://github.com/tidyverse/ggplot2/issues/5082,4.2.2,56,4,1,1
34,https://github.com/tidyverse/ggplot2/commit/ef00be7e2016e1259b4aef7f7c85651df123beff,https://github.com/tidyverse/ggplot2/commit/d9f179b038f020158773fac54af9a84cf961b54b,https://github.com/tidyverse/ggplot2/pull/5116,4.2.2,11,1,1,1
35,https://github.com/tidyverse/ggplot2/commit/08832e790953be19eb1f77e7c0b4f9b3f4dc2a0e,https://github.com/tidyverse/ggplot2/commit/ee4600c6f911c5b41590b53d65ecef079c90640b,https://github.com/tidyverse/ggplot2/issues/5063,4.2.2,2,2,1,1
36,https://github.com/tidyverse/ggplot2/commit/ee4600c6f911c5b41590b53d65ecef079c90640b,https://github.com/tidyverse/ggplot2/commit/a3e79d7a0ac1075d0828251b2d7626271066dfa9,https://github.com/tidyverse/ggplot2/pull/5045,4.2.2,8,3,1,4
37,https://github.com/tidyverse/ggplot2/commit/32534e9067f7a424a80b10460c2de6461ce1ec6f,https://github.com/tidyverse/ggplot2/commit/5ebe979d4e7c9333c36cda7d4104b9f8160c29b2,https://github.com/tidyverse/ggplot2/issues/4394,4.2.1,9,6,1,5
38,https://github.com/tidyverse/ggplot2/commit/6a2bd14c58e68295f234fbb7436a3be8b7b6c8e7,https://github.com/tidyverse/ggplot2/commit/10eba36a92f9a0f91a9a5a11b27f38fe7a2432ae,https://github.com/tidyverse/ggplot2/issues/4138,4.2.1,15,5,3,3
39,https://github.com/tidyverse/ggplot2/commit/09ef058357c598fa6b18b0be4e0ac30013064dd6,https://github.com/tidyverse/ggplot2/commit/3375667bd1c19fbcc6070635099ead6642460319,https://github.com/tidyverse/ggplot2/issues/4155,4.2.0,24,5,2,1
40,https://github.com/tidyverse/ggplot2/commit/aaa2d44e31969ce980cbb406a8f725a30898b564,https://github.com/tidyverse/ggplot2/commit/c51fa489042562ea0d3378d7aefc0e303582f017,https://github.com/tidyverse/ggplot2/pull/4857,4.2.0,10,3,1,11
41,https://github.com/tidyverse/ggplot2/commit/9816470acd03971b9d17ae3ef51f81838695a894,https://github.com/tidyverse/ggplot2/commit/50e917a230d7347a30e2ebcca1e3baa9a4b82072,https://github.com/tidyverse/ggplot2/pull/4859,4.2.0,1,1,1,1
42,https://github.com/tidyverse/ggplot2/commit/2a13934bad341f139bc44c75bed911a052c6de08,https://github.com/tidyverse/ggplot2/commit/15b14d3f29a2bbb65421dc3639d078f0b26b4fdc,https://github.com/tidyverse/ggplot2/issues/4314,4.2.0,4,4,1,1
43,https://github.com/tidyverse/ggplot2/commit/d6f5bf4ac10e541d14aaaceb4a50096447a7e6ee,https://github.com/tidyverse/ggplot2/commit/e0d54f6d2be6452bbab61a5018abc231a3172ca6,https://github.com/tidyverse/ggplot2/issues/4831,4.2.0,71,12,2,5
44,https://github.com/tidyverse/ggplot2/commit/afc03e0e29d2e280ea649baf241486465d212d26,https://github.com/tidyverse/ggplot2/commit/5ce5cf7dd939ae6d607d263f678893d816bf4e1b,https://github.com/tidyverse/ggplot2/issues/4455,4.1.3,1,1,1,1
45,https://github.com/tidyverse/ggplot2/commit/5ce5cf7dd939ae6d607d263f678893d816bf4e1b,https://github.com/tidyverse/ggplot2/commit/d699fb1bbe3dca01bef2d72da4cfc4bbfac047c1,https://github.com/tidyverse/ggplot2/issues/4614,4.1.3,12,6,2,1
46,https://github.com/tidyverse/ggplot2/commit/9bd2d188277a00e321cda071ff50becd2b70a2c7,https://github.com/tidyverse/ggplot2/commit/cf3d141053ece53f9e124bb7e60768f184ef2745,https://github.com/tidyverse/ggplot2/issues/4719,4.1.3,6,1,1,2
47,https://github.com/tidyverse/ggplot2/commit/4e3f0e1b25ad0efe68f8304576b543caadd156d1,https://github.com/tidyverse/ggplot2/commit/b029aa5a7e0d9ce863e5c2683ee3464bfb24d5c6,https://github.com/tidyverse/ggplot2/issues/4580,4.1.2,23,6,2,4
48,https://github.com/tidyverse/ggplot2/commit/bd50a5515516fc18ed9a6f13d074ba6016b34721,https://github.com/tidyverse/ggplot2/commit/391a1647df0168dbca0e8c58959229fa62e4dc5c,https://github.com/tidyverse/ggplot2/issues/4553,4.1.2,66,3,1,1
49,https://github.com/tidyverse/ggplot2/commit/199eb90981f6331e51f373bae2ba2b8269128091,https://github.com/tidyverse/ggplot2/commit/65d3bfc21b279a799a5450272664625b01c8778f,https://github.com/tidyverse/ggplot2/issues/4610,4.1.2,12,5,1,1
50,https://github.com/tidyverse/ggplot2/commit/65d3bfc21b279a799a5450272664625b01c8778f,https://github.com/tidyverse/ggplot2/commit/073c9a082f691d6b9a9f1322f026d2dda7ecb061,https://github.com/tidyverse/ggplot2/issues/4588,4.1.2,3,2,2,1
51,https://github.com/tidyverse/ggplot2/commit/073c9a082f691d6b9a9f1322f026d2dda7ecb061,https://github.com/tidyverse/ggplot2/commit/4d2333a941d37c91c92ce816fc31120ab28f8f62,https://github.com/tidyverse/ggplot2/issues/4559,4.1.2,3,2,1,1
52,https://github.com/tidyverse/ggplot2/commit/aafb06d05a10650b85a187df9af6733916be3cf8,https://github.com/tidyverse/ggplot2/commit/6f6a8baed3e3a9327ac9b1d866a42f1aec5d2cf3,https://github.com/tidyverse/ggplot2/issues/4149,4.0.5,21,6,2,4
53,https://github.com/tidyverse/ggplot2/commit/a132727e9de06dc43828b53de0257aa3fb76b33d,https://github.com/tidyverse/ggplot2/commit/7e51849b010b34cf07f1e4995d7e64e6e1cd5b55,https://github.com/tidyverse/ggplot2/issues/4212,4.0.3,1,1,1,1
54,https://github.com/tidyverse/ggplot2/commit/97a5f6ae119301f4096f48a86d22c35e57cb0e07,https://github.com/tidyverse/ggplot2/commit/c0dc561e45bd78c22671ecc3843fd1f2d70176b4,https://github.com/tidyverse/ggplot2/issues/4072,4.0.2,1,1,1,1
55,https://github.com/tidyverse/ggplot2/commit/323af070b3300f67ef10c22c7f356e89b434db28,https://github.com/tidyverse/ggplot2/commit/48268385c414702bc343e46d51144846d39232fa,https://github.com/tidyverse/ggplot2/issues/4023,4.0.0,20,5,1,3
56,https://github.com/tidyverse/ggplot2/commit/48268385c414702bc343e46d51144846d39232fa,https://github.com/tidyverse/ggplot2/commit/dbbcd43259516e7039f0c5c55324887a4aa6ca55,https://github.com/tidyverse/ggplot2/pull/4016,4.0.0,7,3,2,1
57,https://github.com/tidyverse/ggplot2/commit/e3fbcccb40844baf544ad8d66278ecc305accd5b,https://github.com/tidyverse/ggplot2/commit/675b40561fb846cd783dcabeb094e44561653f54,https://github.com/tidyverse/ggplot2/issues/3983,4.0.0,23,5,2,9
58,https://github.com/tidyverse/ggplot2/commit/675b40561fb846cd783dcabeb094e44561653f54,https://github.com/tidyverse/ggplot2/commit/7e5ff921c50fb0beb203b115397ea33fee410a54,https://github.com/tidyverse/ggplot2/issues/3891,4.0.0,5,3,1,2
59,https://github.com/tidyverse/ggplot2/commit/7e5ff921c50fb0beb203b115397ea33fee410a54,https://github.com/tidyverse/ggplot2/commit/e2c020b25f8e9e2180f91e8b924075d0c21cfc81,https://github.com/tidyverse/ggplot2/pull/3998,4.0.0,60,5,2,13
60,https://github.com/tidyverse/ggplot2/commit/1d4c5732c97b4d8309224262209ff9e87e00aa7a,https://github.com/tidyverse/ggplot2/commit/568b6e49d6df9a39fcb8fbca6b49d8a4bd935046,https://github.com/tidyverse/ggplot2/issues/3952,4.0.0,1,1,1,1
61,https://github.com/tidyverse/ggplot2/commit/101c68d25f95ea05844354e4dc9754ad5d2ccf16,https://github.com/tidyverse/ggplot2/commit/8a3f7116ddd19dcc3a1c8b2f2182a6c86f71650f,https://github.com/tidyverse/ggplot2/issues/3879,4.0.0,9,5,2,1
62,https://github.com/tidyverse/ggplot2/commit/885c3c1556f87fc751030759caec2fff1dfcae8c,https://github.com/tidyverse/ggplot2/commit/efd7f0d34f691e72470ac0744082297fa90120ed,https://github.com/tidyverse/ggplot2/issues/3918,4.0.0,17,6,2,2
63,https://github.com/tidyverse/ggplot2/commit/efd7f0d34f691e72470ac0744082297fa90120ed,https://github.com/tidyverse/ggplot2/commit/7f113035a12356eeb18061f8545ad8efd9fe0388,https://github.com/tidyverse/ggplot2/issues/3905,4.0.0,6,3,1,2
64,https://github.com/tidyverse/ggplot2/commit/296eecb84a71ccd54a62163d49bebd4ed32649dd,https://github.com/tidyverse/ggplot2/commit/d3d47be055055ebf328aeed0bebb990a635c49ab,https://github.com/tidyverse/ggplot2/issues/3963,4.0.0,11,2,1,1
65,https://github.com/tidyverse/ggplot2/commit/b41e1b93504402b7fdb56e28c83efab144d40654,https://github.com/tidyverse/ggplot2/commit/bca610524b6ccc47e76aa7471b67d7335e18d9f4,https://github.com/tidyverse/ggplot2/issues/3853,3.6.3,1,1,1,1
66,https://github.com/tidyverse/ggplot2/commit/53815f82c82e36a3011b2a97861e916c513f9404,https://github.com/tidyverse/ggplot2/commit/da2388eb4b9bf54c09728381d0130a98712862d5,https://github.com/tidyverse/ggplot2/issues/3906,3.6.3,5,3,1,3
67,https://github.com/tidyverse/ggplot2/commit/86c6ec1416d26276495a6b784b2c43efb9eea495,https://github.com/tidyverse/ggplot2/commit/435ac040dfe441818b69bf55a4cf7a442c7cb2ac,https://github.com/tidyverse/ggplot2/issues/3874,3.6.3,1,1,1,1
68,https://github.com/tidyverse/ggplot2/commit/4f51f51e81cfd8b3ef58fbc7f5b09df991e8c1de,https://github.com/tidyverse/ggplot2/commit/382176dea529003dc544d1f6819eccc5207474f3,https://github.com/tidyverse/ggplot2/pull/3850,3.6.3,10,8,1,1
69,https://github.com/tidyverse/ggplot2/commit/5e6b1e5daa1599661bf5841353a067e9eee88161,https://github.com/tidyverse/ggplot2/commit/f72102f317f3899ba2002430cd9b63b44acd972c,https://github.com/tidyverse/ggplot2/issues/2963,3.6.2,19,8,3,1
70,https://github.com/tidyverse/ggplot2/commit/758bc594c38fb78e51aaecfe4b1273f4374d27de,https://github.com/tidyverse/ggplot2/commit/89120e84921067a900ad8a0d6504f9612e89424f,https://github.com/tidyverse/ggplot2/pull/3710,3.6.2,11,4,1,1
71,https://github.com/tidyverse/ggplot2/commit/c514c2611083ef0fd0a9d3c7c4c85891a14a9f6d,https://github.com/tidyverse/ggplot2/commit/a8acd82ec6c7142a6cb9dedf153b0b3d3bd0dad6,https://github.com/tidyverse/ggplot2/issues/3262,3.6.2,5,2,1,1
72,https://github.com/tidyverse/ggplot2/commit/e6cbcc1b52d3627e21922d2ee297ce3900ac096f,https://github.com/tidyverse/ggplot2/commit/351eb41623397dea20ed0059df62a4a5974d88cb,https://github.com/tidyverse/ggplot2/issues/3498,3.6.2,6,6,1,10
73,https://github.com/tidyverse/ggplot2/commit/5d1d773cea163995ffe3799ac286f77446e40cea,https://github.com/tidyverse/ggplot2/commit/98c49fe5f36a7d243384fb474014a6fa7f0d2eb4,https://github.com/tidyverse/ggplot2/issues/2429,3.6.2,25,10,1,1
74,https://github.com/tidyverse/ggplot2/commit/0315dc3bd2c20e28e0328ac42145eadb09143123,https://github.com/tidyverse/ggplot2/commit/70a094e4dee7e6224828faed5e1b7d1fdc337166,https://github.com/tidyverse/ggplot2/issues/3662,3.6.2,14,3,1,2
75,https://github.com/tidyverse/ggplot2/commit/f0ce285145d3af1fb24b53722c198411e84febe1,https://github.com/tidyverse/ggplot2/commit/86cc4d27001a3354326042acb690e2a4cfa4e8d6,https://github.com/tidyverse/ggplot2/issues/3584,3.6.1,16,7,2,1
76,https://github.com/tidyverse/ggplot2/commit/86cc4d27001a3354326042acb690e2a4cfa4e8d6,https://github.com/tidyverse/ggplot2/commit/5e388e143f3d24bbeb6ce6b892cdb91deb5af6a2,https://github.com/tidyverse/ggplot2/pull/3566,3.6.1,21,6,3,6
77,https://github.com/tidyverse/ggplot2/commit/ebf88caf4407704d0d51421673baf2fb72dc26b9,https://github.com/tidyverse/ggplot2/commit/3870c12e51f2a57666045ce73c3dbc55f19137e7,https://github.com/tidyverse/ggplot2/issues/3589,3.6.1,1,1,1,1
78,https://github.com/tidyverse/ggplot2/commit/3870c12e51f2a57666045ce73c3dbc55f19137e7,https://github.com/tidyverse/ggplot2/commit/bad6f380bbc63028d9e6d227b493598237ed9ac8,https://github.com/tidyverse/ggplot2/issues/3573,3.6.1,2,1,1,1
79,https://github.com/tidyverse/ggplot2/commit/6f5ffea70e80ce3aa076fb9da8a6b0ec7ebfbc51,https://github.com/tidyverse/ggplot2/commit/115c3960d0fd068f1ca4cfe4650c0e0474aabba5,https://github.com/tidyverse/ggplot2/issues/3039,3.6.1,69,19,4,10
80,https://github.com/tidyverse/ggplot2/commit/f16f16fbc69347aecb8756c226ee3e4ef8db58f5,https://github.com/tidyverse/ggplot2/commit/9b667b94df789bed4e4fa2ab16c5d428c8282f6c,https://github.com/tidyverse/ggplot2/issues/3549,3.6.1,1,1,1,1
81,https://github.com/tidyverse/ggplot2/commit/a2ab1976961c1ed3ff3e2ad9076da4f0d56ffd5f,https://github.com/tidyverse/ggplot2/commit/189586428a807d3bedc9a942ead55935f135f6bd,https://github.com/tidyverse/ggplot2/pull/3556,3.6.1,1,1,1,1
82,https://github.com/tidyverse/ggplot2/commit/cb41aa081b9f99ba9386031e9221161ce7737c5f,https://github.com/tidyverse/ggplot2/commit/859713a45289eef8640bcc61e06495d9469c575b,https://github.com/tidyverse/ggplot2/issues/2684,3.6.0,7,1,1,2
83,https://github.com/tidyverse/ggplot2/commit/6fbe27c80e720e48153594bdfc9196cf6c1aa8c0,https://github.com/tidyverse/ggplot2/commit/0f929a12e96c65a3ab8d54469c823404a1dd58bc,https://github.com/tidyverse/ggplot2/issues/2810,3.6.0,1,1,1,1
84,https://github.com/tidyverse/ggplot2/commit/a908fe7a0722bd18564ed1d582c2fbcf74e56697,https://github.com/tidyverse/ggplot2/commit/83714172f7d4e91e793ffef501b826de6afcc5c7,https://github.com/tidyverse/ggplot2/issues/3090,3.6.0,50,7,3,11
85,https://github.com/tidyverse/ggplot2/commit/ff268a55b65cf350637063c57ad89357f93c0159,https://github.com/tidyverse/ggplot2/commit/723223e9f1865f1b368da713aa39f3b3daad6453,https://github.com/tidyverse/ggplot2/pull/3327,3.6.0,28,6,2,1
86,https://github.com/tidyverse/ggplot2/commit/1f6f0cb4462aa9e3b5f51dc7fd594073e78351da,https://github.com/tidyverse/ggplot2/commit/84061157d177672cc38aaf3e1ecacfc0be8e81df,https://github.com/tidyverse/ggplot2/issues/3317,3.6.0,7,4,2,1
87,https://github.com/tidyverse/ggplot2/commit/7364e13e46089acaeb9e886e11b3a42d08b73e6a,https://github.com/tidyverse/ggplot2/commit/3b691727fffa7d3bbaf7d80b70600aa72eb13efd,https://github.com/tidyverse/ggplot2/issues/3316,3.6.0,6,1,1,1
