id,fixed commit link,buggy commit link,issue link,R version,loc,hunk,changed files,failed tests
18,https://github.com/tidyverse/dplyr/commit/f3b6f86301b924d1b0cee4bbd242f2b4c15fcc06,https://github.com/tidyverse/dplyr/commit/0dd7eea956c1e7f8dc85737b686dedd3cd96b48c,https://github.com/tidyverse/dplyr/issues/6295,4.2.1,3,1,1,3
19,https://github.com/tidyverse/dplyr/commit/978e85637887dd7cd99a24a514a2a00952c80ccd,https://github.com/tidyverse/dplyr/commit/f70f7d67657a5b6eda64bc253b2c076ba2e1e7a3,https://github.com/tidyverse/dplyr/issues/6302,4.2.1,2,1,1,4
20,https://github.com/tidyverse/dplyr/commit/864fdc33be98c3837cdc23111baa7f2f004fdc18,https://github.com/tidyverse/dplyr/commit/17c7a5d8d208f3c89d023c4735c14a74ee336dbd,https://github.com/tidyverse/dplyr/issues/6193,4.2.1,3,2,1,1
21,https://github.com/tidyverse/dplyr/commit/444c139cb0dbb05a6640d731276769dc225388a4,https://github.com/tidyverse/dplyr/commit/d7b9ae62a42397f8b26b41092a4a9741dc99666e,https://github.com/tidyverse/dplyr/issues/6156,4.2.1,4,3,1,2
22,https://github.com/tidyverse/dplyr/commit/e47787fe5dd7b5a054b9f18af5ddfd861ef1d26e,https://github.com/tidyverse/dplyr/commit/e691ace4ed1e08665ce46ece0975a97a53a4c821,https://github.com/tidyverse/dplyr/issues/6185,4.2.1,11,1,1,1
23,https://github.com/tidyverse/dplyr/commit/888719925568a07576b7a93ec83ebc5cc2ceb718,https://github.com/tidyverse/dplyr/commit/f9746ecc88e26022e04832d989f9c59c4e8849f4,https://github.com/tidyverse/dplyr/issues/6184,4.2.1,2,2,1,5
24,https://github.com/tidyverse/dplyr/commit/f9746ecc88e26022e04832d989f9c59c4e8849f4,https://github.com/tidyverse/dplyr/commit/41d04944ed5cdcce256f8ab71a2e698260a85c0e,https://github.com/tidyverse/dplyr/issues/6308,4.2.1,6,3,1,6
25,https://github.com/tidyverse/dplyr/commit/41d04944ed5cdcce256f8ab71a2e698260a85c0e,https://github.com/tidyverse/dplyr/commit/10ef6b7ca878bbb8dba6b5dc30b1e290ade06032,https://github.com/tidyverse/dplyr/issues/6318,4.2.1,4,2,1,2
26,https://github.com/tidyverse/dplyr/commit/01021321ba925ccfa0d5388750f921c43feb8d4c,https://github.com/tidyverse/dplyr/commit/2ca14bc610788d34c88068d2d6985f719bd3be49,https://github.com/tidyverse/dplyr/issues/6330,4.2.1,100,17,2,26
27,https://github.com/tidyverse/dplyr/commit/0020517ee556c074f108f2f7df234e440eae4883,https://github.com/tidyverse/dplyr/commit/035a0ea8f6541e9a13c9061617ca83136e12295c,https://github.com/tidyverse/dplyr/issues/6334,4.2.1,1,1,1,1
28,https://github.com/tidyverse/dplyr/commit/e1633946a2a0e399c0ef35278d5aabc3d608f36f,https://github.com/tidyverse/dplyr/commit/91d6e10409eb6e9bfd5bfdcbd5f646ba9e6141dc,https://github.com/tidyverse/dplyr/issues/6271,4.2.0,17,2,1,2
29,https://github.com/tidyverse/dplyr/commit/62e2280e4eacbe82a1a4033c136075085e51b8e9,https://github.com/tidyverse/dplyr/commit/fa4748f5a88380f06b2d73ef41c6e133a5401d24,https://github.com/tidyverse/dplyr/pull/6240,4.2.0,73,26,2,14
30,https://github.com/tidyverse/dplyr/commit/33decdb2a77866ff7703e580751f659e37df7640,https://github.com/tidyverse/dplyr/commit/a7f65b52dd113f618280c9821796bef7ceda7256,https://github.com/tidyverse/dplyr/pull/6175,4.1.2,14,2,1,1
31,https://github.com/tidyverse/dplyr/commit/b93d0c3e048ea2305edc4be0f3373d5b71d87604,https://github.com/tidyverse/dplyr/commit/520b36e4f8f7cdd7416f0c0a76e48c3d77f41c64,https://github.com/tidyverse/dplyr/pull/6172,4.1.2,15,7,1,3
32,https://github.com/tidyverse/dplyr/commit/883a1768686454d7a8935cb73902027d45dcc51b,https://github.com/tidyverse/dplyr/commit/8347e27ef948530ed35e511e85c2c03bdb7539da,https://github.com/tidyverse/dplyr/issues/6130,4.1.2,9,5,1,2
33,https://github.com/tidyverse/dplyr/commit/6304343804ea73d6db48f34d1ca497daece9ff32,https://github.com/tidyverse/dplyr/commit/5e3ee67a7f1861f500e83bb4a51087b6032a997c,https://github.com/tidyverse/dplyr/pull/6126,4.1.2,51,18,2,10
34,https://github.com/tidyverse/dplyr/commit/e8a2e4771096e7404086945510c6f7536469bd53,https://github.com/tidyverse/dplyr/commit/86a8455fed6b763927be06a0fbe685444442bc9f,https://github.com/tidyverse/dplyr/pull/6056,4.1.2,22,3,2,2
35,https://github.com/tidyverse/dplyr/commit/ed545d253172153909f28c58251bd03e8c46bd06,https://github.com/tidyverse/dplyr/commit/0f60b057f96ec4c2548ce1816f739a6bb1c535f7,https://github.com/tidyverse/dplyr/issues/5891,4.1.1,9,6,1,5
36,https://github.com/tidyverse/dplyr/commit/5d407dfc32460da7b691677259f3b6d6195587da,https://github.com/tidyverse/dplyr/commit/534b167c9c903d35637df0daf2d1f2e1a6d972b6,https://github.com/tidyverse/dplyr/pull/6035,4.1.1,31,9,1,5
37,https://github.com/tidyverse/dplyr/commit/d6b1ac361f2577d0f0c2bc9e8a1ffcaa1595dda2,https://github.com/tidyverse/dplyr/commit/837bf5ebbbb21208d950c66a5db41d5c94d96c1f,https://github.com/tidyverse/dplyr/issues/5922,4.1.1,18,3,1,2
38,https://github.com/tidyverse/dplyr/commit/f21f0079b0d19044d0b5f01c3b1cb410c389ce33,https://github.com/tidyverse/dplyr/commit/bb84360805084c348b4616857688d6260b139c08,https://github.com/tidyverse/dplyr/issues/5901,4.1.1,8,1,1,2
39,https://github.com/tidyverse/dplyr/commit/99896e05cd51d3e8ce859efa100feb23f31c2f66,https://github.com/tidyverse/dplyr/commit/c5d3df38c01619606acfc132843301e1573eab5d,https://github.com/tidyverse/dplyr/issues/5207,4.1.0,9,4,1,1
40,https://github.com/tidyverse/dplyr/commit/5690c8303460bc69b097b0b83adea88d3f1d0850,https://github.com/tidyverse/dplyr/commit/d07adb351da30057a95b0aa06559a93bd2cc3935,https://github.com/tidyverse/dplyr/pull/5833,4.0.5,3,2,1,1
41,https://github.com/tidyverse/dplyr/commit/d07adb351da30057a95b0aa06559a93bd2cc3935,https://github.com/tidyverse/dplyr/commit/5f1cf5c51038b337d9879357ed6b08abe302f3aa,https://github.com/tidyverse/dplyr/issues/5813,4.0.5,110,15,3,5
42,https://github.com/tidyverse/dplyr/commit/81a228a4c46ddb1044a699bed97daabd872c8b54,https://github.com/tidyverse/dplyr/commit/4e7a46453be50885ffca7b0f189c3dbeb0ed783c,https://github.com/tidyverse/dplyr/issues/5734,4.0.4,19,5,2,1
43,https://github.com/tidyverse/dplyr/commit/0f29aa4267b8abc78792f76e9aac862034278c18,https://github.com/tidyverse/dplyr/commit/b21a6c37b07d80b01e48233462175d73fb3c81d1,https://github.com/tidyverse/dplyr/issues/5729,4.0.3,6,2,1,2
44,https://github.com/tidyverse/dplyr/commit/6307231b846d9469d7df958e87b3cca95bafd6bd,https://github.com/tidyverse/dplyr/commit/25bd6f29e7b0adcafb871e3a2c72599626f2a391,https://github.com/tidyverse/dplyr/issues/5418,4.0.3,2,1,1,1
45,https://github.com/tidyverse/dplyr/commit/7fee09c47b4e389716ba395c4b9ae64a5de0e01f,https://github.com/tidyverse/dplyr/commit/01d145f5f511a8e22acd6ab1689bf476bee6fb98,https://github.com/tidyverse/dplyr/issues/5551,4.0.3,1,1,1,1
46,https://github.com/tidyverse/dplyr/commit/c1e64960aba78721ec08f6c13064d51fcc5ebaa9,https://github.com/tidyverse/dplyr/commit/76b963324861dd4113f0f0d58828e2a977e274a7,https://github.com/tidyverse/dplyr/issues/5523,4.0.3,3,1,1,1
47,https://github.com/tidyverse/dplyr/commit/d6fdfdd8eedd9c3694918440071d64b944e8639b,https://github.com/tidyverse/dplyr/commit/2da8739458e6aa9906bbfa91d7006167c49b8bc2,https://github.com/tidyverse/dplyr/issues/5442,4.0.2,5,5,1,4
48,https://github.com/tidyverse/dplyr/commit/d5a28b2c76325cc92201937468d5a4420b895df0,https://github.com/tidyverse/dplyr/commit/188c8578e84bbaad328253b0127cd60c9adfc89d,https://github.com/tidyverse/dplyr/issues/5312,4.0.2,10,1,1,4
49,https://github.com/tidyverse/dplyr/commit/4c96c402246ff5c0320e0546060bf6a8f85a95f9,https://github.com/tidyverse/dplyr/commit/092f7562d6204cde5e66eac40e4b0d572c4b0202,https://github.com/tidyverse/dplyr/issues/5359,4.0.2,3,1,1,1
50,https://github.com/tidyverse/dplyr/commit/2c04355c3e15dcb5675cd5e19529a0ecc0f57928,https://github.com/tidyverse/dplyr/commit/dc1c7bdf668e754f0fdf69d73f083bd4a965421d,https://github.com/tidyverse/dplyr/issues/5186,4.0.0,7,2,1,2
51,https://github.com/tidyverse/dplyr/commit/884bbc251dc16c26250b8fde50876d40057dd6ef,https://github.com/tidyverse/dplyr/commit/f5964fd51c137cc1b0cc0235036901bf452b1c8e,https://github.com/tidyverse/dplyr/pull/5206,4.0.0,3,1,1,1
52,https://github.com/tidyverse/dplyr/commit/f5964fd51c137cc1b0cc0235036901bf452b1c8e,https://github.com/tidyverse/dplyr/commit/e40a2764d18d2b43fcf22155a2ed438505a64bc6,https://github.com/tidyverse/dplyr/issues/5200,4.0.0,5,1,1,2
53,https://github.com/tidyverse/dplyr/commit/cd2350d23aab4c0d1c8e9bb24e8c5fb25dbb7e03,https://github.com/tidyverse/dplyr/commit/eea3407917a03014578b113d3e43a52714542440,https://github.com/tidyverse/dplyr/pull/5191,4.0.0,46,20,4,2
54,https://github.com/tidyverse/dplyr/commit/46820b62a835ee45eea29074bf3633c160e8e66f,https://github.com/tidyverse/dplyr/commit/dbb5acc5af2097afa2b43650d86f2198b5136c75,https://github.com/tidyverse/dplyr/issues/4804,3.6.2,2,1,1,2
55,https://github.com/tidyverse/dplyr/commit/dbb5acc5af2097afa2b43650d86f2198b5136c75,https://github.com/tidyverse/dplyr/commit/7a832ba953de8fdb87a6996eb3f4f3fa81fd5845,https://github.com/tidyverse/dplyr/issues/4697,3.6.2,7,3,1,2
56,https://github.com/tidyverse/dplyr/commit/bc934606f3ab6cf8213543a79b775aae61dcc145,https://github.com/tidyverse/dplyr/commit/5b401ed96d6e8aef61af2cc0aab53e48ed00c486,https://github.com/tidyverse/dplyr/issues/4639,3.6.2,111,47,1,14
57,https://github.com/tidyverse/dplyr/commit/4af23627943d0a5ac1322dd193bc5d42a89a2978,https://github.com/tidyverse/dplyr/commit/b82aff227cc9b29d08c7ef14d4d211b95ad1195f,https://github.com/tidyverse/dplyr/issues/4486,3.6.1,1,1,1,1
58,https://github.com/tidyverse/dplyr/commit/89957d9d92410c817bdd6b32da83a295a3650885,https://github.com/tidyverse/dplyr/commit/0f392504b04c627f3a4064366974c44609989cc3,https://github.com/tidyverse/dplyr/issues/4421,3.6.0,6,1,1,1
59,https://github.com/tidyverse/dplyr/commit/9c6f59ee9142424d6111df195c664537b104ef8f,https://github.com/tidyverse/dplyr/commit/c3b7df6480ec90cb459f32de881c101df40cbde8,https://github.com/tidyverse/dplyr/issues/4326,3.6.0,1,1,1,1
60,https://github.com/tidyverse/dplyr/commit/c3b7df6480ec90cb459f32de881c101df40cbde8,https://github.com/tidyverse/dplyr/commit/13243f1df82888abd020a0804ce5215305a936ad,https://github.com/tidyverse/dplyr/issues/4324,3.6.0,5,1,1,1
61,https://github.com/tidyverse/dplyr/commit/0ae463430ea412dc09a04855c9b0cf9ba73cfc57,https://github.com/tidyverse/dplyr/commit/a3bf8a4e0450949749cd0799dba6ddb2c9c1ac4e,https://github.com/tidyverse/dplyr/pull/4322,3.5.3,12,4,1,2
62,https://github.com/tidyverse/dplyr/commit/8200ace2402c7e67b1594de1b1e0f6eaffd87760,https://github.com/tidyverse/dplyr/commit/cd8af5fe9dd5e2f2fa8d7ddbfbbcceadc3f10a4f,https://github.com/tidyverse/dplyr/issues/4307,3.5.3,3,1,1,1
63,https://github.com/tidyverse/dplyr/commit/81aaa3540e9083255c669e0f5550f3bdf6509520,https://github.com/tidyverse/dplyr/commit/ce9eedb706eddfb2ad8b760c3d91e70a13c2b943,https://github.com/tidyverse/dplyr/issues/4306,3.5.3,8,1,1,1
64,https://github.com/tidyverse/dplyr/commit/c52562332b4fcbfda5d9a7b4f99266862d46bc8f,https://github.com/tidyverse/dplyr/commit/0ef611bd61ccdca3fa921ab75e32a6f484223585,https://github.com/tidyverse/dplyr/pull/4249,3.5.2,6,2,1,1
65,https://github.com/tidyverse/dplyr/commit/601b6655a6889c63af2545094790fd9b3fff5994,https://github.com/tidyverse/dplyr/commit/63905ca3513b17ece34add1b3593597a752db20a,https://github.com/tidyverse/dplyr/issues/4180,3.5.2,1,1,1,1
66,https://github.com/tidyverse/dplyr/commit/b8f7944f27ae40c26980732d143db74cb3a503fb,https://github.com/tidyverse/dplyr/commit/b2e6d2b246796b877ab24c80a0e6f31564027ad8,https://github.com/tidyverse/dplyr/issues/4208,3.5.2,1,1,1,1
